ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0061337	cardiac conduction	19/1875	97/18870	0.00293316391303882	0.0231872364763915	0.0174278876693504	SLC8A3/FLNA/SLC8A2/GJC1/SCN3B/ATP1A3/DSG2/NKX2-5/CTNNA3/GJD3/ATP2A3/KCNE4/ATP2B3/CACNA2D1/KCNJ3/SCN2B/CAV1/KCNE5/RYR2	19
GO:0001959	regulation of cytokine-mediated signaling pathway	29/1875	171/18870	0.00293658835402745	0.0231872364763915	0.0174278876693504	CASP8/CARD16/CASP4/TNFRSF1A/PARP9/CASP1/GFI1/CD74/TICAM2/RBM47/CCL5/IRF7/IL7/NLRC5/ANGPT1/TRIM6/CD300LF/VRK2/H2BC11/OAS1/ISG15/ZBP1/TREM2/CD24/PTPRC/CAV1/F2RL1/PALM3/IL6	29
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	29/1875	171/18870	0.00293658835402745	0.0231872364763915	0.0174278876693504	CHI3L1/TGFB2/GATA3/GDF15/F3/PDGFA/CCL5/NCF1/ANGPT1/AKR1C3/NOX4/ROR2/HGF/IL18/F7/IGFBP5/PDGFD/TREM2/ROR1/HCLS1/PDGFRA/FAM110C/WNT16/RAMP3/F2RL1/RET/H19/NTS/SEMA3E	29
GO:0007589	body fluid secretion	18/1875	90/18870	0.00294742290923966	0.0232405521084506	0.01746796052786	AQP5/PRKCE/SOCS2/VDR/AQP1/ALOX12B/STAT5A/OAS2/CHRM1/CYBA/VAMP8/P2RY2/KCNN4/SCNN1B/CAV1/NEURL1/OPRK1/VIP	18
GO:0019722	calcium-mediated signaling	34/1875	210/18870	0.00298583074047711	0.0235108359689297	0.017671110082317	MAPT/TMEM100/AKAP6/KSR2/GBP1/TRPM8/CXCR3/SLC8A2/PLCE1/KCNJ11/CD3E/CXCR6/TBC1D10C/ZAP70/FCGR3A/GRIN1/NFATC1/CCR5/BST1/NMUR2/TREM2/CCR2/SGCD/CLEC7A/LAT2/PDGFRA/RGN/GRIN2B/PTPRC/VCAM1/PTGFR/GRM5/NEUROD2/RYR2	34
GO:0048754	branching morphogenesis of an epithelial tube	27/1875	156/18870	0.00299958880516992	0.0235865456738016	0.0177280146743468	BMP2/NOG/HOXA5/MMP14/SOX8/RDH10/HOXD11/NPNT/SPRY1/CELSR1/CTSZ/COL4A1/VDR/HOXB7/TNC/SFRP2/HS3ST3B1/GDNF/GREB1L/EYA1/WT1/EPHA2/CSMD1/HOXA11/MSX2/MET/SEMA3E	27
GO:0000768	syncytium formation by plasma membrane fusion	14/1875	63/18870	0.00304941424852741	0.0237967579951159	0.0178860135254091	ADAM12/PTGFRN/ADGRB3/GDF15/TNFSF14/CD109/CXCL10/EHD2/KCNH1/MYOD1/CXCL9/TYROBP/TREM2/ADGRB1	14
GO:0032623	interleukin-2 production	14/1875	63/18870	0.00304941424852741	0.0237967579951159	0.0178860135254091	ANXA1/GBP1/GATA3/CD3E/RUNX1/CD80/CARD9/SASH3/CCR2/CLEC7A/HAVCR2/PTPRC/LILRB4/ZFP36	14
GO:0032663	regulation of interleukin-2 production	14/1875	63/18870	0.00304941424852741	0.0237967579951159	0.0178860135254091	ANXA1/GBP1/GATA3/CD3E/RUNX1/CD80/CARD9/SASH3/CCR2/CLEC7A/HAVCR2/PTPRC/LILRB4/ZFP36	14
GO:0140253	cell-cell fusion	14/1875	63/18870	0.00304941424852741	0.0237967579951159	0.0178860135254091	ADAM12/PTGFRN/ADGRB3/GDF15/TNFSF14/CD109/CXCL10/EHD2/KCNH1/MYOD1/CXCL9/TYROBP/TREM2/ADGRB1	14
GO:0140895	cell surface toll-like receptor signaling pathway	14/1875	63/18870	0.00304941424852741	0.0237967579951159	0.0178860135254091	LTF/NMI/PTPN22/PRKCE/TICAM2/MYD88/CYBA/OAS1/LILRA2/SCIMP/TLR2/TREM2/LY96/F2RL1	14
GO:0072593	reactive oxygen species metabolic process	37/1875	234/18870	0.00305140230747139	0.0237967579951159	0.0178860135254091	MAPT/SLC1A1/PID1/SOD2/SOD3/FBLN5/RAC2/NCF1/GRIN1/AKR1C3/GADD45A/TSPO/MAOB/NOX4/CYBA/RIPK3/UCP2/BST1/IFI6/NCF1B/CYP1A1/CBR1/ITGB2/NCF1C/TYROBP/ALOX5/ADGRB1/CLEC7A/HBQ1/F2RL1/AKR1C1/FOXM1/H19/ACP5/GLS2/CCN1/GPX3	37
GO:0095500	acetylcholine receptor signaling pathway	9/1875	32/18870	0.00312743206307651	0.0242398166294063	0.0182190232877932	PLCB1/CDK5R1/CHRM4/CHRNB2/HRH3/CHRM1/LY6G6D/PRKCB/CHRNA7	9
GO:1904861	excitatory synapse assembly	9/1875	32/18870	0.00312743206307651	0.0242398166294063	0.0182190232877932	CBLN1/ZDHHC12/LRRTM2/NRXN1/GRID2/ABI3/IL1RAP/C1QL3/NPTX1	9
GO:0051383	kinetochore organization	7/1875	21/18870	0.0031368219304017	0.0242398166294063	0.0182190232877932	SMC4/CENPE/CENPA/DLGAP5/CENPK/NDC80/CENPF	7
GO:0071379	cellular response to prostaglandin stimulus	7/1875	21/18870	0.0031368219304017	0.0242398166294063	0.0182190232877932	PRKCE/TNC/AKR1C3/P2RY6/PTGER4/PTGER2/PTGFR	7
GO:1901739	regulation of myoblast fusion	7/1875	21/18870	0.0031368219304017	0.0242398166294063	0.0182190232877932	GDF15/TNFSF14/CXCL10/EHD2/MYOD1/CXCL9/ADGRB1	7
GO:0090276	regulation of peptide hormone secretion	32/1875	195/18870	0.00314501681693962	0.0242398166294063	0.0182190232877932	GABBR1/PLCB1/ABCC8/KCNB1/BRSK2/F2RL2/HFE/PRKCE/KCNJ11/TCIRG1/ADCY5/RAPGEF4/CCL5/CHGA/HLA-DRB1/GCK/G6PC2/NEUROD1/SSTR5/GPR27/UCP2/ALOX5/PDE8B/HTR2C/SNAP25/PRKCB/SOX4/F2RL1/IL6/ACVR1C/TFAP2B/VSNL1	32
GO:0030501	positive regulation of bone mineralization	11/1875	44/18870	0.0031541668554677	0.0242398166294063	0.0182190232877932	BMP2/FAM20C/LTF/OSR2/TENT5A/VDR/ISG15/ADGRV1/ALOX5/CCN1/NELL1	11
GO:0050691	regulation of defense response to virus by host	11/1875	44/18870	0.0031541668554677	0.0242398166294063	0.0182190232877932	APOBEC3F/APOBEC3G/PTPN22/PARP9/CGAS/IL15/TRIM6/MICB/ZDHHC1/IFNLR1/LILRB1	11
GO:1903307	positive regulation of regulated secretory pathway	11/1875	44/18870	0.0031541668554677	0.0242398166294063	0.0182190232877932	KCNB1/KLRC2/CDK5R2/STXBP1/VAMP8/ITGB2/SYT4/RAB3A/SYT10/F2RL1/SYT1	11
GO:2000300	regulation of synaptic vesicle exocytosis	11/1875	44/18870	0.0031541668554677	0.0242398166294063	0.0182190232877932	RIMS2/SYP/SYN1/RIMS1/PRKCB/SYT4/RAB3A/PPFIA2/SV2B/PRKCG/SYT1	11
GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	6/1875	16/18870	0.0031763399271978	0.0242398166294063	0.0182190232877932	APOBEC3F/APOBEC3G/APOBEC3D/APOBEC3C/HMGA2/APOBEC3B	6
GO:0070254	mucus secretion	6/1875	16/18870	0.0031763399271978	0.0242398166294063	0.0182190232877932	PRKCE/ALOX12B/CYBA/VAMP8/P2RY2/SCNN1B	6
GO:0097091	synaptic vesicle clustering	6/1875	16/18870	0.0031763399271978	0.0242398166294063	0.0182190232877932	BRSK2/BSN/SYN3/SYN1/RAB3A/SYN2	6
GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	6/1875	16/18870	0.0031763399271978	0.0242398166294063	0.0182190232877932	STX1B/GRIP1/CPLX1/ARHGAP44/SNAP25/GRIP2	6
GO:1901741	positive regulation of myoblast fusion	6/1875	16/18870	0.0031763399271978	0.0242398166294063	0.0182190232877932	GDF15/TNFSF14/EHD2/MYOD1/CXCL9/ADGRB1	6
GO:2000696	regulation of epithelial cell differentiation involved in kidney development	6/1875	16/18870	0.0031763399271978	0.0242398166294063	0.0182190232877932	GATA3/LIF/GDNF/CD24/MMP9/WWTR1	6
GO:0002752	cell surface pattern recognition receptor signaling pathway	15/1875	70/18870	0.00320451346359715	0.0244220818584452	0.0183560166695166	LTF/NMI/PTPN22/PRKCE/TICAM2/MYD88/CYBA/OAS1/LILRA2/SCIMP/TLR2/TREM2/LY96/COLEC11/F2RL1	15
GO:0042593	glucose homeostasis	39/1875	251/18870	0.00328303665806673	0.0249870691101255	0.0187806698776263	FABP5/PYGL/ABCC8/KCNB1/BACE2/BRSK2/CMKLR2/PRKCE/CCN4/ADCY5/NCF1/HLA-DRB1/GATA4/GCK/G6PC2/NEUROD1/SSTR5/NOX4/GPR27/UCP2/GPR21/SERPINF1/OAS1/IGFBP5/HK3/ICAM1/TREM2/ALOX5/PDE8B/CEBPA/CSMD1/SOX4/PTPRN/NGFR/IL6/OPRK1/VSNL1/NPTX1/GJB6	39
GO:0038066	p38MAPK cascade	13/1875	57/18870	0.00332971635631333	0.0252411121391368	0.0189716125704866	BMP2/PTPN22/MAP3K20/ULK4/DUSP10/NCF1/GADD45A/HGF/SPI1/TREM2/HAND2/ZFP36/OPRK1	13
GO:0042733	embryonic digit morphogenesis	13/1875	57/18870	0.00332971635631333	0.0252411121391368	0.0189716125704866	NOG/OSR2/MAP3K20/HOXC11/FZD6/HOXD13/LRP4/SFRP2/TWIST1/HOXA11/HAND2/FREM2/MSX2	13
GO:0043113	receptor clustering	13/1875	57/18870	0.00332971635631333	0.0252411121391368	0.0189716125704866	SHISA7/TNFAIP6/GRIK2/FLNA/LHFPL4/NRXN1/LRP4/FRRS1L/ITGAL/ITGB7/ITGB2/MADCAM1/SHISA6	13
GO:0002292	T cell differentiation involved in immune response	17/1875	84/18870	0.00334009570614693	0.0252861234775193	0.0190054437926754	ANXA1/GATA3/ASCL2/HLA-DRA/HLA-DRB1/EOMES/SLAMF6/BATF/FCER1G/CD80/SOCS3/SPN/IL18/PTGER4/FGL2/JAK3/IL6	17
GO:0030324	lung development	31/1875	188/18870	0.00335395405552401	0.025357317978882	0.0190589546875027	PDPN/CHI3L1/BMP2/WNT7B/NOG/HOXA5/FOXJ1/MMP14/LOX/SMPD3/RDH10/PDGFA/SPRY1/CELSR1/CTSZ/CCDC40/TNC/LIF/IGFBP5/STRA6/COL3A1/CEBPA/PDGFRA/FGF9/GLI1/PHEX/MME/RAB3A/HOPX/LHX3/RXFP1	31
GO:0021537	telencephalon development	42/1875	276/18870	0.00346149585467127	0.0261356709557606	0.0196439768940928	BMP2/PLCB1/SLITRK5/DMRTA2/CDK5R1/SEMA6B/TNR/FLNA/FEZF1/LHX5/GSX2/AQP1/FGF13/EOMES/KIF26A/TACC3/CDK5R2/NEUROD1/PHACTR1/RTN4R/WDR62/NRG3/CNTNAP2/GRIA1/COL3A1/KCNC1/DNAH5/LAMB1/ALDH1A3/SCN2A/HTR6/ASPM/KIF14/SEMA3A/NR2E1/HES5/HTR5A/LMX1A/NEUROD6/NEFL/SLC32A1/TBR1	42
GO:0098739	import across plasma membrane	34/1875	212/18870	0.0034867850294533	0.026291744599573	0.0197612842728863	SLC1A6/SLC1A1/NALF1/ABCC8/SLC8A3/SLC2A10/SCN3A/KCNJ9/SLC8A2/KCNJ11/SLC9C2/ATP1A3/SLC9A2/SLC15A3/CACNA1A/SCN1A/SLC47A1/KCNK5/CNGA3/SCNN1B/SLC38A1/CACNA1I/KCNJ12/CACNA1B/SCN2A/CACNA2D1/SCN8A/KCNJ3/RAMP3/CACNA1E/GRM1/SLC12A5/SLC17A8/SCN9A	34
GO:0033500	carbohydrate homeostasis	39/1875	252/18870	0.00352128244743462	0.0265167473191075	0.0199303998173513	FABP5/PYGL/ABCC8/KCNB1/BACE2/BRSK2/CMKLR2/PRKCE/CCN4/ADCY5/NCF1/HLA-DRB1/GATA4/GCK/G6PC2/NEUROD1/SSTR5/NOX4/GPR27/UCP2/GPR21/SERPINF1/OAS1/IGFBP5/HK3/ICAM1/TREM2/ALOX5/PDE8B/CEBPA/CSMD1/SOX4/PTPRN/NGFR/IL6/OPRK1/VSNL1/NPTX1/GJB6	39
GO:0030225	macrophage differentiation	14/1875	64/18870	0.00355354592183925	0.0267243552615996	0.0200864411767734	CASP8/SOCS1/GATA3/IL15/HLA-DRB1/LIF/MYD88/ROR2/UCP2/SPI1/TLR2/HCLS1/CEBPA/MMP9	14
GO:0050954	sensory perception of mechanical stimulus	30/1875	181/18870	0.00357376745048351	0.0268409737409006	0.0201740934400993	TUB/HOXA1/OTOS/PCDH15/CHRNB2/LHFPL4/CHRNA9/ESPNL/SRRM4/LHFPL3/HTR2A/COL1A1/PAX3/DCDC2/SCN1A/USH1C/ITGA2/ADGRV1/EYA1/ROR1/RAB3A/KCNK4/TMPRSS3/BIRC5/GJB2/ASIC2/SLC17A8/SCN9A/CRYM/GJB6	30
GO:0050885	neuromuscular process controlling balance	12/1875	51/18870	0.00359082719326867	0.0269335694483248	0.0202436898143501	JPH4/JPH3/TNR/PCDH15/ADCY5/NRXN1/SHANK1/USH1C/PDE8B/ALDH1A3/NEFL/RBFOX1	12
GO:0006817	phosphate ion transport	8/1875	27/18870	0.00369401844270435	0.0274902575089097	0.0206621052213185	SFRP4/VDR/SLC34A2/UCP2/SLC37A2/SLC17A6/SLC17A8/SLC17A7	8
GO:0031639	plasminogen activation	8/1875	27/18870	0.00369401844270435	0.0274902575089097	0.0206621052213185	ANXA2/PLAU/PLAT/CTSZ/PLAUR/SERPINE1/RUNX1/S100A10	8
GO:0032753	positive regulation of interleukin-4 production	8/1875	27/18870	0.00369401844270435	0.0274902575089097	0.0206621052213185	GATA3/CD3E/CD40LG/FCER1G/SASH3/HAVCR2/IL1RAP/CLECL1P	8
GO:0050951	sensory perception of temperature stimulus	8/1875	27/18870	0.00369401844270435	0.0274902575089097	0.0206621052213185	EPHB1/TRPM8/GRIK2/LXN/HTR2A/KCNK4/OPRK1/SCN9A	8
GO:0090330	regulation of platelet aggregation	8/1875	27/18870	0.00369401844270435	0.0274902575089097	0.0206621052213185	PDPN/EMILIN1/F11R/EMILIN2/CEACAM1/ADAMTS18/IL6/MMRN1	8
GO:0099560	synaptic membrane adhesion	8/1875	27/18870	0.00369401844270435	0.0274902575089097	0.0206621052213185	NTNG2/LRRC4C/SLITRK1/CDH10/LRFN5/IL1RAP/CDH9/NTNG1	8
GO:0016064	immunoglobulin mediated immune response	33/1875	205/18870	0.00373338058170995	0.0277469133833874	0.0208550117694805	CLCF1/FOXJ1/SERPING1/C1RL/SWAP70/C1R/TCIRG1/C1S/CD74/CFI/IL13RA2/IRF7/GAPT/MYD88/FCGR3A/CD40LG/BATF/C2/FCER1G/IL2RB/CARD9/NCR3LG1/C3/FCGR2B/CD226/TREM2/C1QB/C1QA/PTPRC/TLR8/C4A/EXO1/C6	33
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	16/1875	78/18870	0.00377460494004698	0.0279802420881347	0.0210303852539624	CLCF1/SOCS1/CTF1/TNFRSF1A/PARP9/CCL5/IL15/LIF/SOCS3/IL18/HCLS1/CAV1/IL6/CRLF1/HES5/FGFR3	16
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	16/1875	78/18870	0.00377460494004698	0.0279802420881347	0.0210303852539624	ANXA1/SOCS1/GATA3/IL2RG/CD3E/ASCL2/HLA-DRA/HLA-DRB1/BATF/LGALS9C/RUNX1/CD80/IL18/SASH3/RUNX3/JAK3	16
GO:0007259	receptor signaling pathway via JAK-STAT	29/1875	174/18870	0.00380440006717291	0.0280715227331353	0.0210989932068366	CLCF1/SOCS1/CTF1/NMI/TNFRSF1A/PARP9/OCIAD2/SOCS2/CCL5/IL15/LIF/STAT5A/NEUROD1/GADD45A/SOCS3/IL18/HAMP/CCR2/HCLS1/PTPRC/JAK3/CAV1/IL6/CRLF1/RET/CCL2/HES5/FGFR3/CAMK2A	29
GO:0050856	regulation of T cell receptor signaling pathway	11/1875	45/18870	0.00380664246442657	0.0280715227331353	0.0210989932068366	GBP1/PTPN22/LGALS3/SH2D1A/UBASH3A/LCK/CEACAM1/KCNN4/CD226/LILRB4/TESPA1	11
GO:0140894	endolysosomal toll-like receptor signaling pathway	11/1875	45/18870	0.00380664246442657	0.0280715227331353	0.0210989932068366	PTPN22/UNC93B1/COLEC12/MYD88/OAS1/SCIMP/HAVCR2/RSAD2/TLR8/CAV1/F2RL1	11
GO:1900744	regulation of p38MAPK cascade	11/1875	45/18870	0.00380664246442657	0.0280715227331353	0.0210989932068366	BMP2/PTPN22/ULK4/DUSP10/NCF1/GADD45A/HGF/SPI1/TREM2/HAND2/OPRK1	11
GO:0031663	lipopolysaccharide-mediated signaling pathway	13/1875	58/18870	0.00390907643768487	0.0287739251945912	0.0216269298244406	CARD16/LTF/PTPN22/PRKCE/TICAM2/MYD88/CD6/LILRA2/SCIMP/SPI1/TLR2/CD180/LY96	13
GO:0002063	chondrocyte development	9/1875	33/18870	0.00392716316110967	0.0287739251945912	0.0216269298244406	SERPINH1/SHOX2/SMPD3/SULF2/SFRP2/HOXA11/COL27A1/MSX2/SULF1	9
GO:0035115	embryonic forelimb morphogenesis	9/1875	33/18870	0.00392716316110967	0.0287739251945912	0.0216269298244406	SHOX2/RDH10/OSR2/EN1/HOXA9/TWIST1/HOXD9/HOXA11/MSX2	9
GO:0038094	Fc-gamma receptor signaling pathway	9/1875	33/18870	0.00392716316110967	0.0287739251945912	0.0216269298244406	VAV3/PRKCE/LCK/CD247/FCGR3A/FCER1G/MYO1G/FCGR2B/PTPRC	9
GO:0080111	DNA demethylation	9/1875	33/18870	0.00392716316110967	0.0287739251945912	0.0216269298244406	APOBEC3F/APOBEC3G/APOBEC3D/TET1/GATA3/TOX/APOBEC3C/EOMES/APOBEC3B	9
GO:0017158	regulation of calcium ion-dependent exocytosis	10/1875	39/18870	0.00393790252122023	0.0287785353700986	0.0216303949040744	KCNB1/CDK5R2/STXBP1/SYT4/RAB3A/SYT13/SYT10/RPH3A/DOC2A/SYT1	10
GO:0045823	positive regulation of heart contraction	10/1875	39/18870	0.00393790252122023	0.0287785353700986	0.0216303949040744	TGFB2/SLC1A1/SCN3B/CHGA/NPPA/NKX2-5/ADM2/ADM/CHRNA7/RYR2	10
GO:0050852	T cell receptor signaling pathway	25/1875	144/18870	0.00401552814360525	0.0293082073353137	0.022028504593462	GBP1/PTPN22/GATA3/LGALS3/SH2D1A/CD3E/CD3D/UBASH3A/LCK/CD247/HLA-DPB1/ZAP70/HLA-DRB1/PRAM1/CEACAM1/ITK/CD3G/SKAP1/HLA-DQB1/KCNN4/CD226/PTPRC/LILRB4/CD8A/TESPA1	25
GO:0002064	epithelial cell development	34/1875	214/18870	0.00405763260615756	0.0295775959370742	0.0222309812575382	MSN/WNT7B/PLCB1/ADAMTSL4/HOXA5/IQGAP1/PDE2A/FOXJ1/LAMB2/VIM/SOX8/F11R/FLNA/TNFRSF1A/MYD88/PROC/S1PR3/NKX3-2/DLL1/SDC1/TFCP2L1/EPHA2/ICAM1/HOXB13/CDSN/ONECUT2/CEBPA/SFN/TYMS/F2RL1/COL27A1/ST14/STC1/MET	34
GO:0031098	stress-activated protein kinase signaling cascade	37/1875	238/18870	0.00407334549114244	0.0296541635307851	0.0222885306521659	BMP2/TGFB2/WNT7B/PLCB1/RAP2A/EPHB1/PTPN22/LTBR/GRIK2/MAP3K20/MAPK8IP2/DUSP9/ULK4/DUSP10/NCF1/SLAMF1/NPPA/MYD88/GADD45A/TNFRSF19/CARD9/HGF/SCIMP/FCGR2B/SPI1/TREM2/PTGER4/MDFIC/HAND2/WNT16/SEMA3A/F2RL1/ZFP36/FOXM1/MARVELD3/PBK/OPRK1	37
GO:2000117	negative regulation of cysteine-type endopeptidase activity	14/1875	65/18870	0.00412357751070766	0.0299710351254459	0.022526696272419	BCL2L12/CARD16/LTF/PLAUR/AQP1/DPEP1/CST7/RPS6KA1/HGF/IFI6/CD44/SFN/MMP9/LAMP3	14
GO:0016331	morphogenesis of embryonic epithelium	26/1875	152/18870	0.00416723757467772	0.0299710351254459	0.022526696272419	TGFB2/WNT7B/NOG/TEAD2/SOX8/RDH10/GATA3/CELSR1/FZD6/FZD2/SFRP2/STIL/TWIST1/GDNF/CTHRC1/SPINT1/ALDH1A3/FOLR1/WNT16/SDC4/IRX2/ADM/ST14/RET/HES5/SULF1	26
GO:0000022	mitotic spindle elongation	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	CDCA8/KIF4A/KIF23/BIRC5/AURKB	5
GO:0006216	cytidine catabolic process	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	APOBEC3F/APOBEC3G/APOBEC3D/APOBEC3C/APOBEC3B	5
GO:0009972	cytidine deamination	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	APOBEC3F/APOBEC3G/APOBEC3D/APOBEC3C/APOBEC3B	5
GO:0030656	regulation of vitamin metabolic process	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	RDH10/GFI1/AKR1C3/SNAI1/CYP27B1	5
GO:0032351	negative regulation of hormone metabolic process	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	BMP2/GFI1/AKR1C3/PDE8B/CYP27B1	5
GO:0034154	toll-like receptor 7 signaling pathway	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	PTPN22/UNC93B1/SCIMP/HAVCR2/RSAD2	5
GO:0043589	skin morphogenesis	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	COL1A2/COL1A1/ITGB4/ITGA2/CDSN	5
GO:0044341	sodium-dependent phosphate transport	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	SFRP4/SLC34A2/SLC17A6/SLC17A8/SLC17A7	5
GO:0045060	negative thymic T cell selection	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	CD3E/CD74/ZAP70/SPN/PTPRC	5
GO:0046087	cytidine metabolic process	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	APOBEC3F/APOBEC3G/APOBEC3D/APOBEC3C/APOBEC3B	5
GO:0072070	loop of Henle development	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	WNT7B/AQP1/DLL1/IRX2/HES5	5
GO:0098976	excitatory chemical synaptic transmission	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	PDLIM4/GRIN1/GRIN2B/PVALB/SHISA6	5
GO:2001046	positive regulation of integrin-mediated signaling pathway	5/1875	12/18870	0.00419583962673114	0.0299710351254459	0.022526696272419	LAMB2/LAMC1/FLNA/LAMA2/LAMB1	5
GO:0060713	labyrinthine layer morphogenesis	7/1875	22/18870	0.00421111123787269	0.0300424264125429	0.0225803550744658	WNT7B/SOCS3/SPINT1/ADM/ST14/RSPO3/CCN1	7
GO:0030858	positive regulation of epithelial cell differentiation	15/1875	72/18870	0.00425075717055796	0.0301618148478968	0.0226700892798544	BMP2/TMEM100/MACROH2A2/FOXJ1/SFRP4/ATOH8/VDR/SERPINE1/LIF/GDNF/ETV2/CYP27B1/SFN/CD24/ETV4	15
GO:0061035	regulation of cartilage development	15/1875	72/18870	0.00425075717055796	0.0301618148478968	0.0226700892798544	BMP2/NOG/SHOX2/SMPD3/SOX6/CCN4/PRKG2/NKX3-2/ADAMTS7/GDF5/LOXL2/HOXA11/SCIN/EFEMP1/CCN1	15
GO:0035176	social behavior	12/1875	52/18870	0.00425433643472002	0.0301618148478968	0.0226700892798544	SHANK2/GRID1/EN1/MAPK8IP2/CHRNB2/NRXN1/SHANK1/BRINP1/CNTNAP2/GAD1/TREM2/NR2E1	12
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	12/1875	52/18870	0.00425433643472002	0.0301618148478968	0.0226700892798544	BCL2L12/CARD16/PLAUR/AQP1/DPEP1/RPS6KA1/HGF/IFI6/CD44/SFN/MMP9/LAMP3	12
GO:0046638	positive regulation of alpha-beta T cell differentiation	12/1875	52/18870	0.00425433643472002	0.0301618148478968	0.0226700892798544	ANXA1/SOCS1/IL2RG/HLA-DRA/ZAP70/HLA-DRB1/RUNX1/CD80/IL18/SASH3/RUNX3/LILRB4	12
GO:1901379	regulation of potassium ion transmembrane transport	17/1875	86/18870	0.00430447984344124	0.0304548252013576	0.0228903204200022	AKAP6/KCNIP2/KCNIP3/FLNA/NPPA/KCNMB1/DPP10/KCNN4/TREM2/NETO1/KCNC1/KCNE4/CAV1/KCNC2/RGS7/KCNE5/OPRK1	17
GO:0072088	nephron epithelium morphogenesis	16/1875	79/18870	0.00430636470878147	0.0304548252013576	0.0228903204200022	BMP2/NOG/SOX8/HOXD11/GATA3/NPNT/HOXB7/HS3ST3B1/LIF/GDNF/GREB1L/EYA1/WT1/HOXA11/IRX2/HES5	16
GO:0002520	immune system development	32/1875	199/18870	0.00431904809142609	0.0304688237726007	0.0229008419639302	PDPN/XKR8/CLCF1/FOXJ1/SWAP70/HOXA3/LTBR/GATA3/HOXB4/TOX/CD248/CD3E/IL15/HLA-B/NKX2-5/ICOS/CD40LG/BATF/IDO1/RIPK3/NKX3-2/PDCD1/LTB/HAVCR2/PITX2/PTPRC/HAND2/LILRB4/POLQ/EXO1/CCNB2/RET	32
GO:1902075	cellular response to salt	32/1875	199/18870	0.00431904809142609	0.0304688237726007	0.0229008419639302	SLC1A1/PLCB1/IQGAP1/CDK5R1/KCNB1/SLC25A24/CHRM4/CHRNB2/HRH3/ALOX5AP/KCNH1/CPNE5/DPEP1/COL1A1/CHRM1/AKR1C3/LY6G6D/P2RY2/ADGRV1/RYR3/CEBPA/CCNA2/PRKCB/SYT4/SYT13/SYT10/CHRNA7/CPNE9/SYT1/NEUROD2/CPNE7/NPTX1	32
GO:0051259	protein complex oligomerization	39/1875	255/18870	0.00432671478047007	0.0304851327292279	0.0229131000294565	RNF135/GSDMD/GLRA3/KCNB1/AQP5/SOD2/GBP5/ASIC1/KCTD14/TIFA/CD74/CD247/COL1A2/IFIH1/ALOX5AP/HLA-DRB1/GRIN1/PRF1/KCTD4/CARD9/KCTD16/ISG15/RYR3/KCNC1/TK1/KCNJ12/ALDH1A3/GRIN2B/PRND/POLQ/ARC/KCNB2/KCNC2/KCNA4/RRM2/HCN1/SYT1/KCNV1/PRMT8	39
GO:0048640	negative regulation of developmental growth	21/1875	115/18870	0.00437619043269748	0.0307900033001805	0.0231422454935856	SEMA4G/NOG/MAP2/SEMA6B/TNR/SLIT1/GDF15/SOCS2/DUSP10/FGF13/PLAC8/SPP1/RTN4R/STC2/SEMA3D/SEMA3A/DCC/FGFR3/PI16/FSTL4/SEMA3E	21
GO:0050953	sensory perception of light stimulus	35/1875	223/18870	0.0043808014532138	0.0307900033001805	0.0231422454935856	LAMB2/CABP4/RGR/RDH5/RDH10/PCDH15/RBP3/CHRNB2/EYA4/IRX5/LCTL/GJC1/CRB2/GPR179/VAX2/COL1A1/EYS/RGS16/USH1C/GJD2/ADGRV1/CNGA3/LUM/ATP8A2/CABP1/GLRA1/RIMS1/LRAT/PDE6B/SIX6/NR2E1/EFEMP1/TGFBI/GJA3/SLC4A10	35
GO:0007052	mitotic spindle organization	23/1875	130/18870	0.00444143149524875	0.0311776442693602	0.0234336024767164	PSRC1/ANKRD53/FLNA/GNAI1/NEK6/CCNB1/STIL/CDC20/CHEK2/CDCA8/TACC3/CENPE/KIF4A/WDR62/KIF23/DLGAP5/NDC80/MYBL2/TPX2/BIRC5/NEK2/AURKB/TTK	23
